"","dc_key","race","sex","fatal","date","has_court_case","age","street_name","block_number","zip_code","council_district","police_district","neighborhood","house_district","senate_district","school_catchment","lng","lat","year"
"1428","2.02303E+11","White (Non-Hispanic)","Male","Nonfatal","3/29/2023 21:38","Yes",37,"S BROAD ST",2100,19148,1,3,"South Broad-Girard Estates",184,1,"Abram S. Jenks School",-75.169717,39.923724,2023
"1429","2.02303E+11","Hispanic (Black or White)","Female","Nonfatal","3/29/2023 21:38","Yes",30,"S BROAD ST",2100,19148,1,3,"South Broad-Girard Estates",184,1,"Abram S. Jenks School",-75.169717,39.923724,2023
"1430","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","3/29/2023 19:55","No",18,"W LOUDON ST",1100,19141,8,35,"Logan",201,3,"Jay Cooke School",-75.142603,40.025565,2023
"1431","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","3/29/2023 19:51","No",25,"DENNIE ST",2000,19140,8,39,"Nicetown-Tioga",198,3,"Edward T. Steel School",-75.158637,40.019654,2023
"1432","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","3/29/2023 9:30","Yes",24,"S REDFIELD ST",2000,19143,2,12,"Paschall-Kingsessing",191,8,"S. Weir Mitchell School",-75.22828,39.932597,2023
"1433","2.02308E+11","Black (Non-Hispanic)","Male","Nonfatal","3/28/2023 18:55","No",32,"WELSH RD",2800,19152,6,8,"Torresdale South-Pennypack Park",174,5,"Robert B. Pollock School",-75.02831,40.063686,2023
"1434","2.02308E+11","Hispanic (Black or White)","Male","Nonfatal","3/28/2023 18:55","No",43,"WELSH RD",2800,19152,6,8,"Torresdale South-Pennypack Park",174,5,"Robert B. Pollock School",-75.02831,40.063686,2023
"1435","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","3/28/2023 17:48","No",35,"VALLEY ST",5100,19124,7,15,"Frankford",179,2,"Mastery Charter School at Smedley",-75.073998,40.018533,2023
"1436","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/28/2023 12:50","No",35,"N 20TH ST",2400,19132,5,22,"Strawberry Mansion",181,3,"William Dick School",-75.164891,39.991286,2023
"1437","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/28/2023 12:50","No",63,"N 20TH ST",2400,19132,5,22,"Strawberry Mansion",181,3,"William Dick School",-75.164891,39.991286,2023
"1438","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","3/28/2023 11:48","No",45,"B ST",3500,19134,7,25,"Hunting Park-Fairhill",180,2,"William Cramp School",-75.124427,40.002665,2023
"1439","2.02339E+11","Black (Non-Hispanic)","Male","Fatal","3/28/2023 7:29","No",15,"N 16TH ST",4100,19140,8,39,"Nicetown-Tioga",198,3,"Edward T. Steel School",-75.150582,40.015582,2023
"1440","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","3/28/2023 3:13","No",33,"E ALLEGHENY AVE",800,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.115345,39.996668,2023
"1441","2.02317E+11","Black (Non-Hispanic)","Male","Nonfatal","3/27/2023 22:37","No",33,"ELLSWORTH ST",1400,19146,2,17,"Schuylkill-Point Breeze",186,8,"Edwin M. Stanton School",-75.168017,39.936879,2023
"1442","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","3/27/2023 22:20","No",29,"N 9TH ST",2700,19133,5,25,"Hunting Park-Fairhill",181,3,"Mastery Charter School at Clymer",-75.146056,39.99313,2023
"1443","2.02335E+11","Hispanic (Black or White)","Male","Nonfatal","3/27/2023 21:28","No",24,"C ST",5100,19120,7,35,"Olney-Feltonville",179,3,"Olney School",-75.117729,40.027906,2023
"1444","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","3/27/2023 17:24","No",22,"DEARBORN ST",400,19139,3,16,"Mill Creek-Parkside",190,7,"James Rhoads School",-75.221371,39.964737,2023
"1445","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","3/27/2023 16:13","No",41,"W WISHART ST",1300,19132,5,25,"Nicetown-Tioga",197,3,"Mary M. Bethune School",-75.151548,40.000717,2023
"1446","2.02322E+11","Black (Non-Hispanic)","Male","Fatal","3/27/2023 15:49","No",24,"W YORK ST",3100,19132,5,22,"Strawberry Mansion",195,7,"Dr. Ethel Allen School",-75.182791,39.992877,2023
"1447","2.02322E+11","Black (Non-Hispanic)","Male","Fatal","3/27/2023 6:20","Yes",37,"W YORK ST",1900,19132,5,22,"Strawberry Mansion",181,3,"William Dick School",-75.164168,39.990452,2023
"1448","2.02302E+11","Black (Non-Hispanic)","Male","Nonfatal","3/27/2023 4:56","No",44,"E GODFREY AVE",900,19124,9,2,"Lawndale-Crescentville",179,2,"Laura H. Carnell School",-75.092519,40.029776,2023
"1449","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","3/26/2023 16:12","No",25,"W ALLEGHENY AVE",1600,19132,8,39,"Nicetown-Tioga",198,3,"Kenderton Elementary School",-75.156717,40.002394,2023
"1450","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","3/26/2023 14:57","No",32,"D ST",4600,19120,7,25,"Hunting Park-Fairhill",197,3,"Clara Barton School",-75.116429,40.020381,2023
"1451","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/26/2023 12:36","No",20,"N 19TH ST",1900,19121,5,22,"Strawberry Mansion",181,3,"Mastery Charter School at Douglass",-75.165077,39.983472,2023
"1452","2.02322E+11","White (Non-Hispanic)","Male","Nonfatal","3/26/2023 12:36","No",32,"N 19TH ST",1900,19121,5,22,"Strawberry Mansion",181,3,"Mastery Charter School at Douglass",-75.165077,39.983472,2023
"1453","2.02322E+11","Black (Non-Hispanic)","Male","Fatal","3/26/2023 12:35","No",24,"N 19TH ST",1900,19121,5,22,"Strawberry Mansion",181,3,"Mastery Charter School at Douglass",-75.165077,39.983472,2023
"1454","2.02322E+11","Black (Non-Hispanic)","Male","Fatal","3/26/2023 12:35","No",22,"N 19TH ST",1900,19121,5,22,"Strawberry Mansion",181,3,"Mastery Charter School at Douglass",-75.165077,39.983472,2023
"1455","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/26/2023 11:19","Yes",12,"N HOLLYWOOD ST",2600,19132,5,22,"Strawberry Mansion",195,7,"Dr. Ethel Allen School",-75.179243,39.996208,2023
"1456","2.02325E+11","Black (Non-Hispanic)","Female","Nonfatal","3/26/2023 6:16","No",20,"N FRONT ST",3200,19140,7,25,"Hunting Park-Fairhill",180,2,"William Cramp School",-75.129269,39.998836,2023
"1457","2.02302E+11","Hispanic (Black or White)","Male","Nonfatal","3/26/2023 3:37","No",48,"CASTOR AVE",7300,19152,10,2,"Rhawnhurst-Fox Chase",172,5,"Rhawnhurst School",-75.064904,40.052631,2023
"1458","2.02319E+11","Black (Non-Hispanic)","Female","Fatal","3/25/2023 22:13","Yes",22,"HARLAN ST",5100,19131,3,19,"Mill Creek-Parkside",190,7,"Edward Heston School",-75.225214,39.97496,2023
"1459","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/25/2023 18:16","No",20,"RACE ST",6200,19139,4,19,"Haddington-Overbrook",192,7,"John Barry School",-75.245074,39.965671,2023
"1460","2.02335E+11","Hispanic (Black or White)","Male","Nonfatal","3/25/2023 1:35","No",27,"W FISHER AVE",400,19120,8,35,"Olney-Feltonville",179,3,"Andrew J. Morrison School",-75.129802,40.031616,2023
"1461","2.02301E+11","Black (Non-Hispanic)","Male","Nonfatal","3/24/2023 23:03","Yes",28,"SNYDER AVE",1700,19145,2,1,"South Broad-Girard Estates",185,1,"Stephen Girard School",-75.174956,39.924872,2023
"1462","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","3/24/2023 11:55","Yes",44,"W SOMERSET ST",1300,19132,5,25,"Hunting Park-Fairhill",181,3,"Mastery Charter School at Clymer",-75.152175,39.995237,2023
"1463","2310","Other/Unknown","Male","Nonfatal","3/24/2023 0:00","No",NA,"MANSFIELD AVE",7400,19138,9,14,"West Oak Lane-Cedarbrook",203,4,"Anna B. Day School",-75.165747,40.06159,2023
"1464","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","3/23/2023 14:52","No",16,"LOCUST ST",5200,19139,3,18,"Cobbs Creek",190,8,"Global Leadership Academy at Huey",-75.226225,39.95593,2023
"1465","2.02316E+11","Black (Non-Hispanic)","Female","Nonfatal","3/23/2023 1:02","No",32,"FARSON ST",200,19139,3,16,"Haddington-Overbrook",190,7,"James Rhoads School",-75.221026,39.963641,2023
"1466","2.02324E+11","White (Non-Hispanic)","Male","Nonfatal","3/23/2023 0:09","Yes",44,"E ANN ST",2200,19134,1,24,"Upper Kensington",175,1,"Richmond School",-75.112812,39.987709,2023
"1467","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/22/2023 21:00","No",21,"W GIRARD AVE",5200,19131,3,19,"Mill Creek-Parkside",190,7,"Universal Charter School at Daroff",-75.225901,39.971419,2023
"1468","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/22/2023 19:47","No",24,"W OXFORD ST",1700,19121,5,22,"Sharswood-Stanton",181,3,"General George G. Meade School",-75.164464,39.978058,2023
"1469","2.02301E+11","Black (Non-Hispanic)","Male","Nonfatal","3/22/2023 6:50","No",21,"WOLF ST",2700,19145,2,1,"Grays Ferry-Passyunk",186,8,"Stephen Girard School",-75.191554,39.923643,2023
"1470","2.02318E+11","Black (Non-Hispanic)","Male","Fatal","3/21/2023 22:28","Yes",29,"CHESTNUT ST",5700,19139,3,18,"Cobbs Creek",191,8,"Andrew Hamilton School",-75.236529,39.959949,2023
"1471","2.02324E+11","Hispanic (Black or White)","Male","Fatal","3/21/2023 20:17","No",32,"E INDIANA AVE",100,19134,7,24,"Hunting Park-Fairhill",180,2,"Lewis Elkin School",-75.129461,39.995376,2023
"1472","2.02319E+11","Black (Non-Hispanic)","Male","Fatal","3/21/2023 14:22","No",40,"N YEWDALL ST",100,19139,4,19,"Haddington-Overbrook",190,7,"Universal Charter School at Daroff",-75.228916,39.962215,2023
"1473","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","3/21/2023 13:19","No",21,"GIBSON DR",5400,19143,3,12,"Paschall-Kingsessing",191,8,"Benjamin B. Comegys School",-75.215891,39.932243,2023
"1474","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","3/21/2023 13:19","No",40,"GIBSON DR",5400,19143,3,12,"Paschall-Kingsessing",191,8,"Benjamin B. Comegys School",-75.215891,39.932243,2023
"1475","2.02322E+11","Black (Non-Hispanic)","Female","Nonfatal","3/21/2023 10:09","No",26,"DIAMOND ST",2100,19121,5,22,"Strawberry Mansion",195,3,"William Dick School",-75.169428,39.986449,2023
"1476","2.02319E+11","Black (Non-Hispanic)","Male","Fatal","3/20/2023 23:36","Yes",44,"N 66TH ST",800,19151,4,19,"Haddington-Overbrook",192,7,"Lewis C. Cassidy Academics Plus School",-75.251938,39.974654,2023
"1477","2.02325E+11","Hispanic (Black or White)","Male","Nonfatal","3/20/2023 22:10","No",22,"W SOMERSET ST",500,19133,7,25,"Hunting Park-Fairhill",197,2,"Julia de Burgos School",-75.140356,39.993648,2023
"1478","2.02325E+11","Hispanic (Black or White)","Male","Nonfatal","3/20/2023 22:10","No",36,"W SOMERSET ST",500,19133,7,25,"Hunting Park-Fairhill",197,2,"Julia de Burgos School",-75.140356,39.993648,2023
"1479","2.02302E+11","Black (Non-Hispanic)","Female","Nonfatal","3/20/2023 20:28","Yes",30,"PASSMORE ST",1100,19111,9,2,"Oxford Circle",202,2,"Laura H. Carnell School",-75.082336,40.043197,2023
"1480","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","3/20/2023 19:16","No",21,"ELLA ST",3000,19134,7,24,"Hunting Park-Fairhill",180,2,"Lewis Elkin School",-75.127355,39.995172,2023
"1481","2.02314E+11","Black (Non-Hispanic)","Female","Nonfatal","3/20/2023 18:56","Yes",40,"WAYNE AVE",5300,19144,8,14,"Germantown",198,3,"John B. Kelly School",-75.172909,40.028688,2023
"1482","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","3/20/2023 18:37","Yes",21,"S 60TH ST",0,19139,3,18,"Cobbs Creek",191,8,"John Barry School",-75.240791,39.961925,2023
"1483","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/20/2023 16:49","No",45,"LANSDOWNE AVE",5500,19131,4,19,"Haddington-Overbrook",192,7,"Edward Heston School",-75.232903,39.976788,2023
"1484","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/20/2023 16:00","No",13,"N FRAZIER ST",1500,19131,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Bluford",-75.234477,39.976214,2023
"1485","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/20/2023 16:00","No",16,"N FRAZIER ST",1500,19131,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Bluford",-75.234477,39.976214,2023
"1486","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/20/2023 16:00","No",16,"N FRAZIER ST",1500,19131,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Bluford",-75.234477,39.976214,2023
"1487","2.02325E+11","Black (Non-Hispanic)","Female","Nonfatal","3/19/2023 23:02","No",29,"N BROAD ST",3400,19140,5,25,"Nicetown-Tioga",197,3,"Mary M. Bethune School",-75.15192,40.005393,2023
"1488","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/19/2023 9:31","No",47,"N 63RD ST",300,19139,4,19,"Haddington-Overbrook",192,7,"Lewis C. Cassidy Academics Plus School",-75.245832,39.967679,2023
"1489","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","3/19/2023 6:05","No",28,"W CLAPIER ST",200,19144,8,39,"East Falls-Westside",198,3,"John B. Kelly School",-75.167646,40.024633,2023
"1490","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","3/19/2023 3:32","No",33,"LANCASTER AVE",4100,19104,3,16,"Mill Creek-Parkside",190,7,"Martha Washington School",-75.20559,39.965089,2023
"1491","2.02322E+11","Black (Non-Hispanic)","Female","Nonfatal","3/19/2023 2:51","Yes",47,"DIAMOND ST",1000,19122,5,22,"Poplar-Temple",181,3,"Paul L. Dunbar School",-75.150002,39.983822,2023
"1492","2.02322E+11","Black (Non-Hispanic)","Female","Nonfatal","3/19/2023 2:51","Yes",21,"DIAMOND ST",1000,19122,5,22,"Poplar-Temple",181,3,"Paul L. Dunbar School",-75.150002,39.983822,2023
"1493","2.02322E+11","Black (Non-Hispanic)","Female","Nonfatal","3/19/2023 2:51","Yes",20,"DIAMOND ST",1000,19122,5,22,"Poplar-Temple",181,3,"Paul L. Dunbar School",-75.150002,39.983822,2023
"1494","2.02308E+11","White (Non-Hispanic)","Male","Nonfatal","3/18/2023 21:31","No",16,"AXE FACTORY RD",2700,19152,6,8,"Torresdale South-Pennypack Park",174,5,"Robert B. Pollock School",-75.032688,40.059913,2023
"1495","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/18/2023 19:39","Yes",15,"HARLAN ST",2400,19121,5,22,"Sharswood-Stanton",195,3,"Robert Morris School",-75.175054,39.976926,2023
"1496","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","3/18/2023 2:21","No",38,"",NA,19153,2,12,"Eastwick-Elmwood",185,1,"Penrose School",-75.240673,39.904202,2023
"1497","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","3/17/2023 23:44","No",21,"N 40TH ST",1100,19104,3,16,"Mill Creek-Parkside",190,7,"Rudolph Blankenburg School",-75.204164,39.97281,2023
"1498","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","3/17/2023 23:44","No",28,"N 40TH ST",1100,19104,3,16,"Mill Creek-Parkside",190,7,"Rudolph Blankenburg School",-75.204164,39.97281,2023
"1499","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","3/17/2023 23:44","No",23,"N 40TH ST",1100,19104,3,16,"Mill Creek-Parkside",190,7,"Rudolph Blankenburg School",-75.204164,39.97281,2023
"1500","2.02301E+11","Black (Non-Hispanic)","Male","Nonfatal","3/17/2023 23:36","No",NA,"S 17TH ST",2100,19145,2,1,"South Broad-Girard Estates",185,1,"Stephen Girard School",-75.174599,39.924869,2023
"1501","2.02315E+11","Black (Non-Hispanic)","Male","Fatal","3/17/2023 22:23","Yes",37,"BRIDGE ST",2000,19124,7,15,"Frankford",179,2,"Mastery Charter School at Smedley",-75.070558,40.013226,2023
"1502","2.02312E+11","Black (Non-Hispanic)","Female","Nonfatal","3/17/2023 20:26","No",40,"REINHARD ST",6000,19142,2,12,"Paschall-Kingsessing",191,8,"S. Weir Mitchell School",-75.229865,39.932088,2023
"1503","2.02324E+11","Hispanic (Black or White)","Male","Fatal","3/17/2023 20:24","No",54,"E MADISON ST",2000,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.11018,39.994378,2023
"1504","2.02325E+11","Black (Non-Hispanic)","Male","Fatal","3/17/2023 16:43","No",30,"W CAMBRIA ST",400,19133,7,25,"Hunting Park-Fairhill",197,2,"Julia de Burgos School",-75.137769,39.994912,2023
"1505","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/17/2023 13:18","Yes",16,"JEFFERSON ST",2400,19121,5,22,"Sharswood-Stanton",195,3,"Robert Morris School",-75.174852,39.977933,2023
"1506","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/17/2023 13:18","Yes",18,"JEFFERSON ST",2400,19121,5,22,"Sharswood-Stanton",195,3,"Robert Morris School",-75.174852,39.977933,2023
"1507","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","3/16/2023 23:00","No",31,"LEIPER ST",5100,19124,7,15,"Frankford",179,2,"The Philadelphia Charter School for Arts and Sciences",-75.080811,40.023526,2023
"1508","2.02315E+11","Black (Non-Hispanic)","Female","Nonfatal","3/16/2023 23:00","No",30,"LEIPER ST",5100,19124,7,15,"Frankford",179,2,"The Philadelphia Charter School for Arts and Sciences",-75.080811,40.023526,2023
"1509","2.02315E+11","Black (Non-Hispanic)","Male","Fatal","3/16/2023 23:00","No",27,"LEIPER ST",5100,19124,7,15,"Frankford",179,2,"The Philadelphia Charter School for Arts and Sciences",-75.080811,40.023526,2023
"1510","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","3/16/2023 18:28","No",20,"WALTON AVE",5200,19143,3,18,"Cobbs Creek",188,8,"Avery D. Harrington School",-75.227046,39.9497,2023
"1511","2.02318E+11","Black (Non-Hispanic)","Female","Nonfatal","3/16/2023 18:28","No",32,"WALTON AVE",5200,19143,3,18,"Cobbs Creek",188,8,"Avery D. Harrington School",-75.227046,39.9497,2023
"1512","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","3/16/2023 6:46","Yes",43,"N ORKNEY ST",2700,19133,7,25,"Hunting Park-Fairhill",197,2,"Julia de Burgos School",-75.139722,39.992058,2023
"1513","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","3/15/2023 21:10","No",38,"N BROAD ST",3400,19140,5,25,"Nicetown-Tioga",197,3,"Mary M. Bethune School",-75.15192,40.005393,2023
"1514","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","3/15/2023 20:28","No",20,"N CARLISLE ST",3100,19132,8,39,"Nicetown-Tioga",197,3,"Kenderton Elementary School",-75.154314,40.000181,2023
"1515","2.02317E+11","Black (Non-Hispanic)","Male","Fatal","3/15/2023 2:38","No",19,"WHARTON ST",3200,19146,2,17,"Grays Ferry-Passyunk",186,8,"Universal Charter School at Alcorn",-75.196885,39.937888,2023
"1516","2.02325E+11","Hispanic (Black or White)","Male","Nonfatal","3/14/2023 20:59","No",42,"BINGHAM ST",4700,19120,7,25,"Olney-Feltonville",197,3,"Clara Barton School",-75.115406,40.021371,2023
"1517","2.02339E+11","Black (Non-Hispanic)","Male","Fatal","3/14/2023 2:34","No",28,"N 16TH ST",3000,19132,8,39,"Nicetown-Tioga",197,3,"Kenderton Elementary School",-75.156606,39.999615,2023
"1518","2.02326E+11","Hispanic (Black or White)","Male","Nonfatal","3/13/2023 22:56","No",21,"N MARSHALL ST",900,19123,5,26,"Poplar-Temple",181,1,"James R. Ludlow School",-75.147531,39.96966,2023
"1519","2.02326E+11","Hispanic (Black or White)","Male","Fatal","3/13/2023 22:56","No",21,"N MARSHALL ST",900,19123,5,26,"Poplar-Temple",181,1,"James R. Ludlow School",-75.147531,39.96966,2023
"1520","2.02326E+11","Hispanic (Black or White)","Male","Nonfatal","3/13/2023 22:56","No",20,"N MARSHALL ST",900,19123,5,26,"Poplar-Temple",181,1,"James R. Ludlow School",-75.147531,39.96966,2023
"1521","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","3/13/2023 15:17","No",35,"NORFOLK ST",5800,19143,3,18,"Cobbs Creek",191,8,"Add B. Anderson School",-75.239815,39.949555,2023
"1522","2.02302E+11","Hispanic (Black or White)","Male","Fatal","3/13/2023 12:06","No",15,"ALGON AVE",6100,19111,9,2,"Lawndale-Crescentville",203,2,"Laura H. Carnell School",-75.090348,40.040162,2023
"1523","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/13/2023 0:08","No",50,"W GIRARD AVE",2900,19130,5,22,"Strawberry Mansion",195,3,"Robert Morris School",-75.183683,39.974543,2023
"1524","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/12/2023 22:54","No",26,"N CHADWICK ST",2500,19132,5,22,"Sharswood-Stanton",197,3,"Tanner G. Duckrey School",-75.159493,39.991514,2023
"1525","2.02303E+11","White (Non-Hispanic)","Male","Nonfatal","3/12/2023 20:16","No",21,"S CHRISTOPHER COLUMBUS BLVD",1900,19148,1,3,"Airport-Navy Yard",184,1,"",-75.140592,39.923829,2023
"1526","2.02339E+11","White (Non-Hispanic)","Female","Nonfatal","3/12/2023 14:45","Yes",18,"FOX ST",2700,19129,4,39,"Nicetown-Tioga",194,7,"Thomas Mifflin School",-75.174524,40.010334,2023
"1527","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","3/12/2023 3:22","No",26,"FRANKFORD AVE",7000,19135,6,15,"Mayfair-Holmesburg",177,2,"Hamilton Disston School",-75.046375,40.033762,2023
"1528","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","3/12/2023 0:38","No",69,"MARKET ST",5900,19139,3,18,"Cobbs Creek",191,8,"John Barry School",-75.23893,39.96168,2023
"1529","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","3/12/2023 0:20","No",29,"W ONTARIO ST",1300,19140,5,25,"Nicetown-Tioga",197,3,"Mary M. Bethune School",-75.150746,40.005246,2023
"1530","2.02339E+11","Black (Non-Hispanic)","Male","Fatal","3/11/2023 23:39","No",25,"N 16TH ST",3400,19140,8,39,"Nicetown-Tioga",198,3,"Kenderton Elementary School",-75.155334,40.005865,2023
"1531","2.02315E+11","Hispanic (Black or White)","Male","Nonfatal","3/11/2023 23:39","No",20,"HARBISON AVE",5700,19135,7,15,"Wissinoming-Tacony",179,2,"James J. Sullivan School",-75.065102,40.017545,2023
"1532","2.02316E+11","Black (Non-Hispanic)","Male","Fatal","3/11/2023 20:40","No",26,"HAVERFORD AVE",5100,19139,3,16,"Mill Creek-Parkside",190,7,"James Rhoads School",-75.223525,39.964673,2023
"1533","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","3/11/2023 11:27","No",24,"E PRICE ST",1200,19138,8,14,"Germantown",201,4,"Mastery Charter School at Pastorius",-75.159328,40.052642,2023
"1534","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","3/11/2023 2:02","No",29,"PULASKI AVE",3900,19140,8,39,"Nicetown-Tioga",198,3,"Mastery Charter School at Cleveland",-75.158227,40.014175,2023
"1535","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","3/11/2023 0:26","No",37,"N 51ST ST",0,19139,3,16,"Haddington-Overbrook",190,7,"Alain Locke School",-75.222827,39.960374,2023
"1536","2.02335E+11","Hispanic (Black or White)","Male","Nonfatal","3/11/2023 0:21","No",50,"E ALBANUS ST",200,19120,7,35,"Olney-Feltonville",179,3,"Olney School",-75.119329,40.027253,2023
"1537","2.02316E+11","Black (Non-Hispanic)","Female","Nonfatal","3/10/2023 0:26","No",32,"N 51ST ST",0,19139,3,16,"Haddington-Overbrook",190,7,"Alain Locke School",-75.222827,39.960374,2023
"1538","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","3/9/2023 22:09","Yes",32,"MARKET ST",6000,19139,3,18,"Cobbs Creek",191,8,"John Barry School",-75.242422,39.962093,2023
"1539","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","3/9/2023 20:09","No",34,"N CARLISLE ST",4800,19141,8,35,"Logan",198,3,"James Logan School",-75.148275,40.026683,2023
"1540","2.02317E+11","Black (Non-Hispanic)","Male","Fatal","3/9/2023 17:36","No",38,"S DOVER ST",1500,19146,2,17,"Grays Ferry-Passyunk",186,8,"Universal Charter School at Alcorn",-75.192107,39.93458,2023
"1541","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/9/2023 8:13","No",35,"N 54TH ST",1300,19131,4,19,"Haddington-Overbrook",192,7,"Edward Heston School",-75.22911,39.972765,2023
"1542","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/8/2023 23:07","No",25,"JEFFERSON ST",5200,19131,4,19,"Overbrook Park-Wynnefield Heights",190,7,"Edward Heston School",-75.225478,39.979549,2023
"1543","2.02335E+11","Black (Non-Hispanic)","Male","Fatal","3/8/2023 21:41","No",37,"N BROAD ST",4900,19141,8,35,"Logan",198,3,"James Logan School",-75.147006,40.029041,2023
"1544","2.02315E+11","White (Non-Hispanic)","Female","Nonfatal","3/8/2023 20:52","No",34,"FRANKFORD AVE",7400,19136,6,15,"Mayfair-Holmesburg",172,2,"Edwin Forrest School",-75.036915,40.038529,2023
"1545","2.02315E+11","White (Non-Hispanic)","Female","Nonfatal","3/8/2023 20:52","No",65,"FRANKFORD AVE",7400,19136,6,15,"Mayfair-Holmesburg",172,2,"Edwin Forrest School",-75.036915,40.038529,2023
"1546","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/8/2023 15:40","No",21,"N 54TH ST",1600,19131,3,19,"Mill Creek-Parkside",190,7,"Edward Heston School",-75.230003,39.977975,2023
"1547","2.02324E+11","Black (Non-Hispanic)","Female","Nonfatal","3/7/2023 21:11","No",35,"W LOUDON ST",100,19120,7,25,"Olney-Feltonville",197,3,"Clara Barton School",-75.124791,40.023063,2023
"1548","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","3/7/2023 10:37","No",20,"CECIL B MOORE AVE",2800,19121,5,22,"Strawberry Mansion",195,3,"William D. Kelley School",-75.180416,39.981554,2023
"1549","2.02315E+11","Hispanic (Black or White)","Male","Nonfatal","3/6/2023 18:00","No",27,"TORRESDALE AVE",7300,19136,6,15,"Mayfair-Holmesburg",173,5,"Edwin Forrest School",-75.034377,40.030518,2023
"1550","2.02326E+11","Black (Non-Hispanic)","Male","Nonfatal","3/6/2023 15:56","Yes",24,"W HUNTINGDON ST",700,19133,5,26,"Northern Liberties-West Kensington",197,3,"John F. Hartranft School",-75.144392,39.991041,2023
"1551","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","3/5/2023 15:20","No",46,"N 63RD ST",0,19139,4,19,"Haddington-Overbrook",192,7,"John Barry School",-75.246361,39.964084,2023
"1552","2.02326E+11","Black (Non-Hispanic)","Male","Fatal","3/5/2023 4:14","No",22,"N FRANKLIN ST",2500,19133,5,26,"Northern Liberties-West Kensington",181,3,"John F. Hartranft School",-75.145007,39.990355,2023
